Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000003341	5.76	8.12	19.31	7.34	8.73	9.29	6.86	8.05	6.5	7.73	10.8	75.81	33.42	10.86	10.84	18.56
Locus_5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99	0.24
ENSGALG00000002907	0.11	0.17	0.17	0	0	3.03	3.15	12.03	3.21	19.23	2.04	0	0.07	0.62	0.3	0.25
ENSGALG00000010566	3.85	4.16	6.95	2.52	1.93	9.33	17.37	37.39	34.15	38.7	66.69	40.82	25.08	5.66	5.93	5.44
ENSGALG00000019132	0.38	0.29	0.39	0.1	0.07	2.96	2.29	0.73	0.88	1780.08	1324.7	1.21	0.37	0.07	0.26	0.76
ENSGALG00000001186	9.43	8.58	12.59	7.95	6.83	7.32	6.13	9.46	7.76	9.09	7.6	13.91	7.91	29.79	29.72	43.53
ENSGALG00000006643	1.18	1.09	0.48	1.61	1.11	1.99	1.02	1.02	1.09	1.79	0.96	1.13	2.85	2.12	2.67	1.66
Locus_117269	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.34	0.99	0.65
CUFF.255589	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0.6	0.13
ENSGALG00000017567	0.18	0.55	0.28	0	0.14	4.31	20.61	65.32	167.35	9.38	16.14	0.12	0.21	4.48	2.46	0.89
ENSGALG00000017597	0	0	0	3.83	2.45	0	0	0	0	0	0	0	0	0.27	0.17	0.2
ENSGALG00000006310	10.42	5.56	3.98	14.35	13.19	1.64	2.29	0.7	0.37	0.03	0	2.27	2.67	5.79	2.51	1.53
ENSGALG00000015942	6.31	9.93	9.04	6.05	5.2	6.86	7.57	3.27	5.07	12.22	14.24	7.75	12.04	4.61	4.72	7.12
CUFF.57085	0.22	0.49	1.29	0.11	0.08	0	0	0	0	0	0	0.17	0.1	0.15	0.15	0.07
ENSGALG00000011432	71.63	82.4	179.45	45.53	40.63	35.28	28.98	43.07	50.74	59.96	56.21	70.3	26.05	20.46	20.38	48.92
Locus_46002	0	0	0	0	0	0	0	0	0	0	0	0.89	0.27	0.22	0.21	0.14
ENSGALG00000022619	20.73	10.99	8.8	8.42	10.17	1.49	3.09	1.72	1.37	1.48	2.25	2.19	1.78	73.01	31.78	75
ENSGALG00000007967	9.14	7.54	5.48	3.98	5.1	12.01	9.58	16.02	12.71	6.45	6.09	6.5	12.18	15.6	11.92	7.31
ENSGALG00000012045	0.8	0.78	0.42	0.89	0.88	0.13	0.08	7.79	6.13	0.83	0.81	6.26	6.91	0.81	0.58	0.54
ENSGALG00000016032	0	0	0	0	0.03	0	0	0	0	0	0	0.04	0.01	5.86	10.9	21.52
CUFF.42608	0	0	0	0	0	0	0	0	0.12	0	0	0.15	0.43	1.36	0.75	0.82
CUFF.62054	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.78	0.5	2.38
CUFF.122717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	2.19	2.87
ENSGALG00000005869	101.3	109.26	58.73	75.57	71.5	44.77	59.89	76.13	72.45	163.16	162.6	41.19	59.27	137.69	106.69	70.67
ENSGALG00000014210	15.95	15.97	26.36	11.34	9.64	5.95	6.06	17.9	17.91	11.89	6.57	19.55	18.77	11.38	26.16	20.82
ENSGALG00000000817	66.35	54.68	56.42	47.93	39.46	57.91	76.1	48.01	54.56	24.18	55.31	53.64	48.71	84.02	38.17	66.34
Locus_4992	0.28	0.22	0.15	0.14	0	0.26	0	0.16	0	0	0.24	0.1	0.17	0.2	0.68	0.58
Locus_80235	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.42	0.4	0.53
ENSGALG00000002496	0.63	0.48	0	0	0	0	0	2.29	0.84	4.25	5.39	0.29	0.19	0.79	0.11	0.25
ENSGALG00000005230	22.71	22.29	20.07	34.16	25.89	21.96	17.53	34.31	44.88	32.32	48.12	14.57	8.92	5.87	5.22	5.21
Locus_99026	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0.84	0	0.92
Locus_50501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.81
ENSGALG00000022563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.181524	0.97	1.32	0.54	0.27	0.25	0.2	0.12	0.06	0	0	0	0.13	0.21	0.5	0.41	0.35
ENSGALG00000016084	22.97	21.91	94.73	0.87	4.02	0	0	0	0	0	0	2.4	2.58	0.2	0.98	1.48
ENSGALG00000022202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008596	0	0	0	0	0	0	0	0.68	0.41	0	0.52	0.1	0.18	388.72	62.54	14.19
ENSGALG00000017139	4.49	4.21	11.37	5.79	6.49	4.4	3.88	3.63	4.06	4.03	1.63	17.37	7.79	5.21	13.05	22.78
blastnMouse.ENSMUSG00000073534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000022172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016282	11.69	12.08	26.34	14.55	11.31	7.79	6.25	10.61	11.13	11.95	5.74	32.63	13.55	139.31	201.98	311.38
ENSGALG00000023293	0	0	0	0	0	0	0	0.25	0.29	0	0	0	0	0.32	0.3	0.05
ENSGALG00000020745	0.46	1.77	0.55	1.65	3.07	0	0.26	0	0.15	0	0	0.14	0.24	2.9	0.56	0.47
ENSGALG00000008746	41.19	39.22	7.29	16.32	26.23	64.11	84.25	80.18	48.27	45.71	122.58	5.7	24.4	86.4	25.68	10.44
CUFF.195313	0	0.38	0.13	0.25	0	0	0	0	0	0	0	0	0.07	1.05	0	0.06
ENSGALG00000011262	0.11	0.17	0.08	5.17	4.86	0	0	0	0	0	0	0	0	0	0	0
Locus_110362	0	0	0	0.2	0	0	0.43	0	0	0	0	0	0	0.83	0.93	0.26
ENSGALG00000004259	20.62	18.33	48.71	18.59	17.04	35.68	28.42	35.53	44.43	86.93	55.85	30.79	19.66	18.08	26.71	46.77
ENSGALG00000022257	0.22	0	0	0.04	0	0.07	0	0.04	0	0	0.19	0	0.03	0.13	0	0.01
ENSGALG00000005013	0	0	0	0	0	0	0	6.06	7.72	0	0	0.04	0	6.45	0.93	0.27
ENSGALG00000006314	20.54	21.49	9.42	30.76	27.65	0.1	0.08	0.06	0.07	0.02	0	0.01	0.03	8.78	7.08	5.18
Locus_20151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.77	0.89
ENSGALG00000011025	12.16	10.53	12.41	33.61	30.11	3.26	3.04	19.19	15.17	2.37	2.69	5.31	4.31	1.36	1.88	3.76
ENSGALG00000021491	13.24	9.3	22.1	9.51	7.23	17.2	16.15	17.11	11.01	13.56	15.26	18.6	9.69	36.18	24.85	53.44
ENSGALG00000007238	2.58	2.56	1.8	1.11	1.73	3.16	5.35	6.02	4.42	27.76	83.21	0.97	1.58	28.74	7.71	6.64
ENSGALG00000008305	1.32	0.9	0.85	0.6	1.6	7.88	6.83	3.6	4.7	8.68	7	4.44	7.01	1.15	1.51	2.05
blastnMacaque.Locus_62213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000008567	22.66	23.78	17.86	24.42	34.37	9.31	11.14	17.58	11.34	6.11	2.04	11.71	15.55	30.62	25.3	25.8
Locus_19250	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	1.31	0.43
Locus_28738	0	0	0.19	0	0	0	0	0	0	0	0	0.08	0	1.28	2.45	8.93
ENSGALG00000010005	70.29	54.35	73.16	53.09	48.4	265.41	294.91	26.68	40.64	553.62	1218.87	33.44	31.47	17.32	30.14	30.13
blastnMouse.ENSMUSG00000086044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0
ENSGALG00000016053	7.5	7.78	10.6	9.92	8.32	13.34	13.18	7.26	8.55	7.3	7.2	14.63	7.55	29.75	32.03	25.12
ENSGALG00000015706	16.86	15.83	54.65	10.54	9.37	10.71	12.19	20.26	18.63	11.73	8.12	28.2	7.37	5.86	13.16	39.27
Locus_19769	0.55	0.96	0.43	0.56	0.63	0.55	0.74	0.12	0.3	0.65	0.94	0.15	0.03	1.19	0.46	0.78
ENSGALG00000004248	0.33	0.17	0.58	0.56	0.26	0	0.25	0	0	0	0	0.09	0	8.79	6.16	2.27
ENSGALG00000013784	1.31	1	0.64	5.69	4	2.59	1.04	5.3	5.98	1.88	7.31	3.29	9.36	91.89	19.5	9.38
ENSGALG00000023584	8.08	10.12	10.86	6.86	6.28	0.1	0.36	0.03	0	0	0	0.13	0.06	0.27	0.15	0.07
Locus_104748	0	0	0	0.28	0.32	0	0	0	0	0	0	0	0	1.18	1.7	1.43
Locus_97687	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31	2.51	0.48
ENSGALG00000016764	20.68	20.65	92.92	18.85	15.72	52.47	29.41	37.25	21.63	54.93	20.8	115.28	26.15	14.63	49.48	117.02
ENSGALG00000004919	0.14	0.09	0.02	0.03	0.07	0.04	0.09	0.07	0.08	0.11	0.14	0.01	0.02	0.66	0.26	0.03
ENSGALG00000004664	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	1.3	0
ENSGALG00000022514	16.38	11.31	1.83	4.15	13.33	1.8	15.53	266.27	120.52	40.29	402.8	0.62	3.74	31.58	5.08	1.18
ENSGALG00000023317	9.85	10.48	10.23	10.9	11.08	8.14	6.02	8.93	12.6	8	2.64	13.19	11.96	16.27	29.13	27.25
ENSGALG00000009491	0.85	0	0.7	0.37	1.23	0.45	0.81	1.89	1.13	1.14	0.62	4.31	3.17	0.69	2.25	1.2
ENSGALG00000021636	20.31	15.54	37.01	26.54	27.65	52.08	55.31	114.96	78.25	39.59	40.23	53.01	26.02	24.17	21.13	57.41
ENSGALG00000023528	11.65	9.91	13.82	0.34	0.17	4.35	4.21	2.61	2.69	0.15	0.57	0.58	1.24	0.96	1.15	1.28
CUFF.26731	0.05	0.04	0.07	0.1	0.02	0.05	0	0	0	0.03	0	0	0	0.28	0.96	1.15
ENSGALG00000014512	64.34	57.86	53.79	32.28	34.9	63.77	94.88	94.46	37.68	40.66	46.2	28.12	30.17	353.53	366.05	227.61
ENSGALG00000011323	7.83	8.15	8.75	6.49	6.27	6.58	9.97	15.56	14.7	15.92	29.43	16.78	11.27	9.31	7.07	9.7
ENSGALG00000001383	14.8	6.33	1.93	0.18	0.14	1	0.2	1.81	0.72	0.24	0.31	0.02	0.3	0.19	0	0
Locus_117892	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0.38	0.44
ENSGALG00000005149	13.71	7.21	1.24	2.87	5.75	0	0.35	19.08	11.33	2.96	55.67	0.64	2.12	21.81	3.35	1.27
ENSGALG00000004898	18.97	14.98	1.74	15.94	19.44	9.16	11.81	11.17	7.62	6.14	17.49	1.34	10.45	15	3	0.76
ENSGALG00000022124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000003004	10.37	11.9	7.89	10.72	15.57	12.65	14.5	25.3	18.9	11.52	26.14	13.47	18.91	20.42	8.84	8.84
ENSGALG00000016016	0	0	0	0.2	0.16	12.62	16.88	35.49	44.69	0	0	6.06	51.51	14.48	7.57	4.65
ENSGALG00000000534	0.11	0.35	0.06	0.23	0.27	0.21	0.25	1.14	1.52	3.37	23.66	0.3	2.7	1.55	0.31	0.1
ENSGALG00000006546	110.35	122.79	77.11	203.8	165.36	250.96	244.59	91.42	98.14	288.19	564.98	124.45	92.19	30.16	33.25	23.65
Locus_49179	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	2.67
ENSGALG00000013661	36.9	30.91	83.38	36.2	33.85	6.94	7.73	5.9	4.48	8.34	2.86	11.04	5.93	4.53	8.07	16.94
CUFF.74013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.31	0.55
ENSGALG00000003336	0.38	0.33	0.62	0.69	0.31	29.24	43.78	1.74	1.96	2.98	5.95	2.63	0.88	3.63	6.6	7.05
ENSGALG00000022418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011998	2.64	1.8	1.44	2.33	1.31	17.84	8.31	2.87	2.99	35.53	42.41	12.31	17.24	60.85	55.94	51.01
ENSGALG00000020575	49.93	41.17	18.75	38.64	75.32	2.99	0.71	10.95	10.76	3.04	3.57	3.1	3.34	6.34	2.77	4.83
ENSGALG00000004641	0.11	0.42	0.26	0	0.09	0.2	0.12	2.52	2.73	0	0	7.87	7.69	0.95	1.44	0.65
ENSGALG00000015437	2.72	1.97	1.8	1.74	1.78	8.21	13.94	19.58	8.97	19.41	29.93	0.6	4.85	13.39	12.57	3.7
ENSGALG00000014095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_50025	0	0	0	0	0	0	0	0	0	0	0	0.07	0	1.56	0.21	3.72
Locus_109912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.23	0.37
Locus_109925	0	0	0	0	0	1.53	0.92	0	0.55	1.11	0	0	0.25	0	0.28	0.84
ENSGALG00000012543	141.37	125.26	211.5	90.18	71.26	9.62	11.38	17.09	10.24	5.28	7.51	28.67	10.92	123.98	76.88	102.74
Locus_49234	0	0	0.17	0	0.25	0	0	0	0	0	0	0.22	0	1.15	2.64	4.12
ENSGALG00000005935	28.92	23.26	89.99	26.13	20.04	24.64	19.23	30.08	29.65	37.41	42.14	70.47	19.53	11.5	15.73	51.11
ENSGALG00000004063	68.02	62.69	53.43	39.61	36.81	46.19	48.19	11.57	16.85	10.07	23.85	7.61	11.84	30.18	13.85	13
ENSGALG00000001802	19.21	23.11	10.09	17.08	26.67	42.58	76.94	14.99	41.32	14.57	39.55	7.02	7.41	20.67	13.67	6.89
ENSGALG00000008625	61.09	60.02	49.73	23.12	30.45	17.23	20.62	69.9	40.49	35.19	50.73	42.52	30.31	76.37	56.05	40.32
ENSGALG00000022576	5.68	3.01	11.87	3.25	4.03	3.19	0	6.86	4.27	0.66	0.42	49.92	7.25	2.82	1.52	13.19
Locus_49873	0.97	0	0	2.95	0	2.99	0	1.8	0	0.43	0	1.31	0.48	0	0	0
ENSGALG00000006004	10.43	6.9	14.19	2.34	1	1.02	0.82	0.82	0.49	0	0	2.95	0.8	3.1	1.9	4.71
ENSGALG00000008335	4.2	3.99	9.04	4.85	4.13	4.29	4.42	5.12	3.99	3.35	1.1	54.95	36.23	9.18	13.82	21.62
ENSGALG00000009818	3.62	8.98	4.97	4.13	8.09	36.83	133.23	5.03	15.08	3.65	6.92	23.07	14.52	1.29	0	1.32
ENSGALG00000000250	4.81	2.65	0.35	5.15	4.36	2.72	2.07	2.23	2.14	0.9	0.91	1.06	3.12	2.67	1.74	0.3
ENSGALG00000007563	0.8	0.2	0.28	0	0.62	0	0	0	0	0	0	0	0	0	0	0.06
ENSGALG00000008416	4.5	2.82	3.72	3.08	2.84	0.07	0	0.51	0.2	0.1	0	12.24	6.92	20.13	16.33	20.43
Locus_102059	0	0	0	0	0	0	0	0	1.41	0	0	0.04	0	1	0.48	0.08
ENSGALG00000013813	0.8	1.62	0.28	0.09	0.07	0	0	0	0	0	0	0	0	18.66	6.38	2.69
Locus_64891	1.42	0.72	9.15	2.4	2.57	0.87	0	0	0	0.63	0	3.15	1.84	4.73	15.24	53.79
ENSGALG00000012050	18.34	12.42	15.45	21.3	17.22	42.04	38.29	16.76	21.96	19.63	23.15	15.96	3.6	31.15	25.6	25.87
ENSGALG00000001639	10.12	8.74	5.26	11.18	9.28	15.21	16.72	9.75	14.21	11.45	14.08	10.15	8.11	20.14	18.46	13.06
ENSGALG00000006821	1.59	1.13	0.89	1.4	1.81	0.78	0.23	0.24	1.98	0.28	0.18	0.16	0.57	0.45	0.36	0.43
ENSGALG00000023986	0.14	0.65	0.15	0	0.11	0.53	0.94	0.32	0.76	0.38	0.97	0.13	0.21	1495.05	310.41	95.22
ENSGALG00000011384	23.75	21.88	38.29	11.97	11.14	11.02	8.5	15.1	11.38	8.62	7.89	34.88	12.78	15.8	25.78	38.33
Locus_46417	0.68	1.24	0.99	1.23	0.32	0	0	0.6	0	0.18	0.23	0.29	0.28	1.16	1.3	1.79
ENSGALG00000024371	4.62	7.28	0.64	1.25	5.74	10.24	35.4	62.76	30.34	24.37	128.63	4.24	23.61	10.32	4.32	0.69
ENSGALG00000015792	7.04	8.05	7.09	9.78	16.18	28.95	53.86	7.38	11.11	1.22	3.66	3.46	6.31	4.09	2.02	1.95
blastnMouse.ENSMUSG00000086663	1.1	0	1.15	0	0.85	0	0	0	0	8.85	5.6	0.37	0	0	0	0
Locus_28285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0.64	2.5
ENSGALG00000003798	37.98	34.36	29.5	23.98	24.52	41.86	43.06	24.25	29.58	32.95	36.32	24.79	29.68	24.83	29.73	23.7
ENSGALG00000023136	10.92	16.04	15.52	11.28	11.69	9.9	15.96	16.49	24.99	8.3	8.75	4.87	13.65	3.24	5.51	3.7
ENSGALG00000007493	11.86	9.52	8.92	9.27	6.46	0.77	0.46	20.11	9.97	19.67	45.05	4.13	6.42	7.05	18.32	9.06
CUFF.53464	0.19	0	0	0.58	0	0.35	0	0.21	0	0	0	0.24	0.23	1.76	1.43	1.28
Locus_87962	0	0	0	0.05	0	0	0	1.42	0.49	0	0	2.06	0.68	0.07	0.13	0.04
ENSGALG00000008559	18.62	21.27	28.39	16.04	13.76	13.64	11.26	11.76	8.81	15.77	7.35	22.48	12.9	32.21	70.51	93.7
ENSGALG00000016368	0.93	1.53	1.78	0.63	1.14	13.98	8.37	0.17	0.41	0.31	0	0.67	0.44	0.55	0.42	0.5
ENSGALG00000010757	0	0	0	0	0	136.71	183.01	0.12	0.44	9.12	14.15	2.54	7.88	2.03	1.05	0.91
ENSGALG00000024039	12.07	11.28	20.81	11.35	9.8	10.45	9.86	20.78	9.56	12.11	12.93	21.31	12.18	34.06	40.83	64.2
ENSGALG00000007738	87.72	74.62	243.8	127	84.42	204.8	146.61	283.04	104.26	256.6	144.18	316.39	111.48	53.13	133.88	147.76
ENSGALG00000008339	64.44	50.16	28.07	50.91	38.26	0.36	0.43	0.13	0.15	0.05	0	0.16	0.35	0.39	0.21	0.15
Locus_63726	0	0	0	0	0	0.66	0	0	0	0	0	0.12	0.32	0.51	3.18	2.97
CUFF.257658	0	0.4	0.61	0.26	0.3	0	0.29	0	0	0.17	0	0.04	0.04	0.28	0.18	0.18
ENSGALG00000011086	38.78	28.6	8.62	24.72	21.47	2920.86	4430.91	46.32	91.69	179.94	196.26	10.84	42.74	105.72	68.43	14.12
ENSGALG00000003213	0.72	0.7	0.27	0.2	0.05	0.85	0.29	24.27	28.14	5.44	1.89	2.45	1.7	5.23	4.53	2.28
ENSGALG00000009068	37.78	24.65	61.41	41.75	41.59	40.99	42.09	14.75	12.58	38.39	102.09	78.33	18.17	47.28	54.5	96.54
CUFF.93666	0	0	0.04	0	0	0	0	0	0	0	0	0	0	1.06	0.76	0.77
CUFF.231580	0.28	0	0.3	0.29	0.44	0.52	1.25	0	0	0	0	0.1	0	0.2	0.77	0.83
ENSGALG00000016550	0.87	1.49	0.28	0.22	0.25	0	0	0	0	0.15	0.18	0	0	0.31	0	0.12
Locus_99799	0	0	0.03	0	0	0	0	0	0	0	0	0.02	0.05	2.64	1.83	5.29
ENSGALG00000006467	15.46	11.61	3.09	31.58	30.5	0	0	0.27	0.32	0	0.21	0.05	0.22	1.81	0.83	1.09
ENSGALG00000002150	22.47	22.6	9.8	30.28	29.71	0.94	2.52	3.24	1.6	0.76	0.97	3.6	7.47	51.22	27.72	25.85
ENSGALG00000008608	0.37	0.42	0	0.37	0	1.86	1.62	3.76	6.21	879.83	852.07	0.01	0	0.07	0.25	0.25
Locus_98213	0	0	0	0	0	0	0.88	0	0.53	0	0	0.09	0	1.14	0.55	0
ENSGALG00000002681	13.55	10.28	12.87	4.6	5.29	4.87	3.73	4.88	2.54	13.56	174.08	3.05	4.04	4.13	5.72	3.75
ENSGALG00000014909	6.39	14.77	27.52	6.63	11.75	22.45	41.96	5.05	14.67	14.46	15.65	4.57	6.9	18.65	32.95	46.87
Locus_80158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	1.21	1.09
CUFF.26168	0	0	0.28	0	0	0	0	0	0	0	0	0	0	1.55	4.11	2.94
ENSGALG00000022193	31.04	19.99	6.36	4.58	14.91	18.45	67.97	96.2	43.01	14.86	196.1	5.37	22.94	68.12	8.34	4.03
ENSGALG00000001330	54.57	68.6	22.47	28.88	41.33	538.6	1384.92	133.62	170.54	201.24	466.84	5.13	25.02	35.78	27.68	7.09
ENSGALG00000023221	0	0	0.21	0	0	0	0	0	0	1.09	1.38	0	0.61	6.65	1.39	1.46
ENSGALG00000009814	7.75	8.3	11.79	8.16	9.39	11.91	7.79	13.87	9.66	9.19	8.55	16.45	17.25	24.28	32.63	31.57
ENSGALG00000016716	5.54	5.05	11.2	8.58	7.88	6.9	3.71	6.8	4.86	4.67	4.7	10.07	6.03	9.99	11.44	24.76
Locus_81954	0	0	0	0	0	0	0	0	0	0	0	0.53	0.13	1.32	0.97	1.39
ENSGALG00000007170	6.9	10.94	13.32	9.95	12.58	24.53	29.94	15.63	10.25	22.8	21.65	16.73	26.24	64.78	69.85	82.47
ENSGALG00000012201	25.36	29.45	17.69	11.14	8	10.24	7.85	18.75	11.76	15.91	10.29	35.01	41.2	57.8	80.6	24.58
ENSGALG00000017102	8.04	5.78	1.48	8.63	14.34	0	0	0	0	0	0	0	0.28	4.05	2.59	1.28
ENSGALG00000009100	0.95	1.06	1.27	0.31	0.47	0.16	0.1	0.67	1.38	0.81	1.03	4.38	0.91	2.53	4.47	4.31
ENSGALG00000006113	42.71	36.1	122.66	45.26	43.2	24.79	18.72	35.69	27.07	29.43	19.36	73.74	35.26	11.54	23.51	52.81
ENSGALG00000001412	36.81	38.04	22.72	22.62	29	53.56	49.66	15.66	11.48	13.14	18.85	7.95	16.62	54.21	67.36	25.04
ENSGALG00000014846	35.56	36.05	64.41	30.14	35.8	119.68	130.51	28.79	24.39	2.57	2	32.66	13.75	3.62	5.76	8.85
ENSGALG00000023442	0	0	0	0	0.07	83.53	48.75	0	0	0	0	0	0	0	0	0
ENSGALG00000016045	20.16	20.31	35.71	22.99	17.5	21.57	16.43	16.13	17.21	22.71	14.26	26.63	11.37	11.89	17.55	23.19
Locus_77100	0.33	0	0	0.66	0.51	0	0	0	0	0	0	0.67	0.98	0.23	0.22	1.1
ENSGALG00000003154	9.34	10.51	17.08	8.4	9.33	11.39	9.02	14.6	20.83	40.2	59.05	20.21	15.71	5.66	6.24	13.98
Locus_20810	0	0	0.13	0	0	0	0	0	0	0	0	0.03	0.07	0.69	1	1.91
Locus_46329	0	0	0.29	0.28	0.21	1.52	1.81	0	0	0	0	0.25	0	0	0	0
Locus_49557	0	0	0	0	0	0	0	0	0	0.63	0	1.46	0.64	0	0	0.05
ENSGALG00000009417	3.92	5.04	3.87	3.47	4.84	8.98	8.13	5.12	5.23	4.18	4.55	4.76	17.27	4.31	6.36	7.12
Locus_48691	0.17	0.26	0.18	0.17	0	0	0	0	0	0	0	0.19	0.25	3.48	3.8	8.23
ENSGALG00000004442	186.78	135.5	262.59	90.31	82.99	63.42	84.73	78.41	50.31	263.07	373.02	45.23	28.19	69.6	50.72	63.41
ENSGALG00000023044	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0.31	0.75	1.17
ENSGALG00000009700	2.08	1.94	1.81	3.99	2.7	13.47	32.25	115.71	210.85	34	18.67	8.48	7.49	0.33	0.56	0.34
ENSGALG00000005671	0	0	0.09	0.18	0	1	0.8	0	0.24	0	0	12.39	12.58	0	0.37	0.37
ENSGALG00000020614	36.91	47.29	56.41	32.37	22.8	22.74	32.45	39.44	46.65	24.45	31.35	27.9	19.92	24.48	30.65	24.29
ENSGALG00000005467	0.37	0	0.03	0	0.05	0	0	0.07	0	0	0	0.01	0.04	3.12	2.41	2.53
ENSGALG00000002749	83.14	54.53	42.39	9.57	10.28	69.24	224.6	36.6	31.74	22.71	97.55	15.21	23.95	87.23	23.7	5.52
ENSGALG00000005278	14.93	13.78	16.66	3.07	3.47	5.02	4.27	6.56	4.9	1.12	0.62	2	12.04	2.09	4.76	2.34
Locus_18825	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0.6	1.27
Locus_47470	0	0.4	0	0	0	0.96	0	0	0	0	0	0.26	0.39	3.15	1.78	1.64
Locus_49485	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.29	1.04
ENSGALG00000003967	220.7	205.07	229	107.16	110.68	95.83	107.65	313.44	125.92	125.08	92.22	132.5	149.78	272.61	501.05	344.12
Locus_21855	0	0	0	0	0	0.31	0	0	0	0	0	0	0	3.6	1.96	1.29
CUFF.180938	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	1.61	0.73
Locus_29254	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76	2.04	0.73
ENSGALG00000017208	12.93	11.51	13.53	27.77	30.14	13.61	29.24	9.28	7.92	2.05	4.88	2.83	4.95	8.36	4.2	4.73
ENSGALG00000012425	18.89	14.79	11.89	19.82	20.81	98.35	159.09	82.86	64.67	44.37	168.84	21.2	25.61	17.9	12.33	9.61
ENSGALG00000000951	1.48	1.88	0.47	0.92	1.15	8.2	1.27	12.97	6.57	7.94	18.99	4.46	11.72	1.99	0.28	0.22
CUFF.11718	0	0	0	0.27	0	0.49	0	0	0.35	0	0	0.03	0	0.19	0.73	0.48
ENSGALG00000012598	16.98	30.87	118.02	16.91	23.87	19.11	28.42	14.77	23.71	16.75	15.31	46.73	23.47	16.44	29.1	110.66
ENSGALG00000009965	1.55	0.4	0	0.26	0.4	12.44	25.2	4.03	4.83	1.39	15.39	0.29	2.17	5.36	0.89	0.41
blastnMouse.ENSMUSG00000056329	0	1.03	0.35	1.36	1.04	0	0	0	0	0	0	0	0	0	0.46	0
ENSGALG00000004391	3.4	4.86	3.22	2.58	3.3	8.63	8.92	4.72	1.7	4.27	5.41	2.69	8.02	4.09	3.35	2.58
Locus_118529	0	0	0	0	0	0	0	0	0	0	1	0	0	0.84	0	1.32
ENSGALG00000020000	135.95	104.94	8.36	124.79	70.83	378.37	566.03	129.73	170.44	47.21	749.91	3.61	61.33	1639.95	52.61	25.51
Locus_47661	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.22	0.53
ENSGALG00000009553	0.74	0.92	3.53	0.65	0.86	4.91	2.53	3.06	1.7	3.07	0.86	19.25	7.41	11.61	38.36	88.31
CUFF.109048	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.17	0.55
CUFF.164727	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0.59	1.23	1.74
ENSGALG00000024398	0.73	1.11	0.76	2.21	1.13	2.68	0	3.23	4.84	0.97	11.1	0.41	1.31	3.11	5.97	0.98
ENSGALG00000005301	13.48	12.4	16.7	12.45	11.55	4.42	5.43	86.78	62.26	264.53	224.71	71.45	27.02	21.75	25.51	38.02
ENSGALG00000006955	3.94	2.5	1.49	5.99	3.99	8.49	16.45	2.19	5.39	2.94	2.79	1.05	4.46	9.6	5.55	1.52
ENSGALG00000023832	0.02	0.06	0.1	0.02	0	0.04	0.05	0.09	0.03	6.94	0.04	0	0	0.35	0.38	1.73
Locus_127697	0	0	0	0	0	0	0.54	0	0	0	0	0.03	0	1.55	0.66	3.64
ENSGALG00000002369	0.11	0.26	0.06	0	0.04	0.51	0.49	31.32	45.64	122.29	130.42	0.08	0.38	0.76	0.5	1.24
